"","ONTOLOGY","TERM","N","DE","P.DE","FDR"
"GO:1904149","BP","regulation of microglial cell mediated cytotoxicity",5,5,0.799296111036864,1
"GO:0080135","BP","regulation of cellular response to stress",523,498,0.799316331561576,1
"GO:0036021","CC","endolysosome lumen",5,5,0.799425815999807,1
"GO:0005854","CC","nascent polypeptide-associated complex",5,5,0.799537768044994,1
"GO:0045777","BP","positive regulation of blood pressure",36,34,0.79953898504607,1
"GO:0070314","BP","G1 to G0 transition",20,19,0.79955692089335,1
"GO:0038158","BP","granulocyte colony-stimulating factor signaling pathway",5,5,0.799587544838302,1
"GO:0060800","BP","regulation of cell differentiation involved in embryonic placenta development",5,5,0.799602378932023,1
"GO:0010739","BP","positive regulation of protein kinase A signaling",5,5,0.79963885507091,1
"GO:1901018","BP","positive regulation of potassium ion transmembrane transporter activity",5,5,0.799694628521211,1
"GO:0006204","BP","IMP catabolic process",5,5,0.79971400519901,1
"GO:0008126","MF","acetylesterase activity",5,5,0.799791848055953,1
"GO:0006085","BP","acetyl-CoA biosynthetic process",20,19,0.799832972344588,1
"GO:0060620","BP","regulation of cholesterol import",5,5,0.799855714543072,1
"GO:0048496","BP","maintenance of animal organ identity",5,5,0.79987361755627,1
"GO:0060935","BP","cardiac fibroblast cell differentiation",5,5,0.799909439770966,1
"GO:0060936","BP","cardiac fibroblast cell development",5,5,0.799909439770966,1
"GO:0071672","BP","negative regulation of smooth muscle cell chemotaxis",5,5,0.799930544222028,1
"GO:0003241","BP","growth involved in heart morphogenesis",5,5,0.799937555850939,1
"GO:0035582","BP","sequestering of BMP in extracellular matrix",5,5,0.800007542175272,1
"GO:2000479","BP","regulation of cAMP-dependent protein kinase activity",5,5,0.800011288252842,1
"GO:0098732","BP","macromolecule deacylation",37,35,0.800020135801872,1
"GO:2001225","BP","regulation of chloride transport",5,5,0.800077404519007,1
"GO:0090679","BP","cell differentiation involved in phenotypic switching",5,5,0.800092210048648,1
"GO:1905420","BP","vascular associated smooth muscle cell differentiation involved in phenotypic switching",5,5,0.800092210048648,1
"GO:1905915","BP","regulation of cell differentiation involved in phenotypic switching",5,5,0.800092210048648,1
"GO:1905930","BP","regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching",5,5,0.800092210048648,1
"GO:0030289","CC","protein phosphatase 4 complex",5,5,0.800139667965341,1
"GO:0099041","BP","vesicle tethering to Golgi",5,5,0.80016414476952,1
"GO:1904878","BP","negative regulation of calcium ion transmembrane transport via high voltage-gated calcium channel",5,5,0.800175695639387,1
"GO:0004661","MF","protein geranylgeranyltransferase activity",5,5,0.800275902624301,1
"GO:0008276","MF","protein methyltransferase activity",94,89,0.800283921263957,1
"GO:1990715","MF","mRNA CDS binding",5,5,0.800336705425538,1
"GO:0001847","MF","opsonin receptor activity",5,5,0.800353683170836,1
"GO:0032571","BP","response to vitamin K",5,5,0.800403742651411,1
"GO:0015038","MF","glutathione disulfide oxidoreductase activity",5,5,0.800480238084165,1
"GO:0046122","BP","purine deoxyribonucleoside metabolic process",5,5,0.800662342759122,1
"GO:0097068","BP","response to thyroxine",5,5,0.800826517561402,1
"GO:1902952","BP","positive regulation of dendritic spine maintenance",5,5,0.800913340376607,1
"GO:0140205","BP","oligopeptide import across plasma membrane",5,5,0.801061378587647,1
"GO:0140206","BP","dipeptide import across plasma membrane",5,5,0.801061378587647,1
"GO:0048025","BP","negative regulation of mRNA splicing, via spliceosome",20,19,0.801151766814355,1
"GO:0021650","BP","vestibulocochlear nerve formation",5,5,0.801170588247483,1
"GO:0099186","MF","structural constituent of postsynapse",19,18,0.801180223889477,1
"GO:0070072","BP","vacuolar proton-transporting V-type ATPase complex assembly",5,5,0.801303430127492,1
"GO:1903660","BP","negative regulation of complement-dependent cytotoxicity",5,5,0.801350692452044,1
"GO:0007356","BP","thorax and anterior abdomen determination",5,5,0.801352131834938,1
"GO:1904997","BP","regulation of leukocyte adhesion to arterial endothelial cell",5,5,0.801426506272476,1
"GO:0036289","BP","peptidyl-serine autophosphorylation",5,5,0.801532786543526,1
"GO:0005726","CC","perichromatin fibrils",5,5,0.801555119565529,1
"GO:0006545","BP","glycine biosynthetic process",5,5,0.80155843467186,1
"GO:0034499","BP","late endosome to Golgi transport",5,5,0.801560917879077,1
"GO:0001535","CC","radial spoke head",5,5,0.801569292935094,1
"GO:0070345","BP","negative regulation of fat cell proliferation",5,5,0.801640691320623,1
"GO:0035240","MF","dopamine binding",5,5,0.801679703913641,1
"GO:0015919","BP","peroxisomal membrane transport",20,19,0.801780844465846,1
"GO:0043574","BP","peroxisomal transport",20,19,0.801780844465846,1
"GO:0006489","BP","dolichyl diphosphate biosynthetic process",5,5,0.801787807585674,1
"GO:0002717","BP","positive regulation of natural killer cell mediated immunity",35,33,0.80179149054036,1
"GO:0060266","BP","negative regulation of respiratory burst involved in inflammatory response",5,5,0.80182789381661,1
"GO:2000503","BP","positive regulation of natural killer cell chemotaxis",4,4,0.801843969532758,1
"GO:0031779","MF","melanocortin receptor binding",5,5,0.801857916893633,1
"GO:0072572","MF","poly-ADP-D-ribose binding",5,5,0.801891550572936,1
"GO:0016075","BP","rRNA catabolic process",19,18,0.801939329289226,1
"GO:0008628","BP","hormone-mediated apoptotic signaling pathway",5,5,0.80194790599175,1
"GO:0015757","BP","galactose transmembrane transport",5,5,0.801969702926423,1
"GO:0046102","BP","inosine metabolic process",5,5,0.801997906054375,1
"GO:1900158","BP","negative regulation of bone mineralization involved in bone maturation",5,5,0.802000378908088,1
"GO:0002282","BP","microglial cell activation involved in immune response",5,5,0.8020003908177,1
"GO:0051233","CC","spindle midzone",37,35,0.802009924347314,1
"GO:0007206","BP","phospholipase C-activating G protein-coupled glutamate receptor signaling pathway",5,5,0.802016098950378,1
"GO:0016715","MF","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen",5,5,0.802100902552402,1
"GO:0035805","CC","egg coat",5,5,0.802133653142699,1
"GO:1902396","BP","protein localization to bicellular tight junction",5,5,0.802175499314011,1
"GO:1901300","BP","positive regulation of hydrogen peroxide-mediated programmed cell death",5,5,0.80218827503812,1
"GO:0035092","BP","sperm DNA condensation",19,18,0.802273123073712,1
"GO:0035145","CC","exon-exon junction complex",20,19,0.802359754313236,1
"GO:0016602","CC","CCAAT-binding factor complex",5,5,0.802443337286858,1
"GO:0097356","CC","perinucleolar compartment",5,5,0.802480088310367,1
"GO:0006269","BP","DNA replication, synthesis of primer",5,5,0.802532720233686,1
"GO:0051867","BP","general adaptation syndrome, behavioral process",5,5,0.802544276469058,1
"GO:0000821","BP","regulation of arginine metabolic process",5,5,0.802636980264463,1
"GO:0006235","BP","dTTP biosynthetic process",5,5,0.802648567748935,1
"GO:0009212","BP","pyrimidine deoxyribonucleoside triphosphate biosynthetic process",5,5,0.802648567748935,1
"GO:0046075","BP","dTTP metabolic process",5,5,0.802648567748935,1
"GO:0004464","MF","leukotriene-C4 synthase activity",5,5,0.802678657597319,1
"GO:0031944","BP","negative regulation of glucocorticoid metabolic process",5,5,0.80294814539325,1
"GO:0031947","BP","negative regulation of glucocorticoid biosynthetic process",5,5,0.80294814539325,1
"GO:0140804","MF","NAD+-protein-lysine ADP-ribosyltransferase activity",5,5,0.802951911294343,1
"GO:0048386","BP","positive regulation of retinoic acid receptor signaling pathway",5,5,0.803003534866569,1
"GO:0004322","MF","ferroxidase activity",5,5,0.803036431681058,1
"GO:0016724","MF","oxidoreductase activity, acting on metal ions, oxygen as acceptor",5,5,0.803036431681058,1
"GO:0072047","BP","proximal/distal pattern formation involved in nephron development",5,5,0.803043029383734,1
"GO:0072081","BP","specification of nephron tubule identity",5,5,0.803043029383734,1
"GO:0031452","BP","negative regulation of heterochromatin formation",5,5,0.803124609941712,1
"GO:0004144","MF","diacylglycerol O-acyltransferase activity",5,5,0.803134407245776,1
"GO:0098708","BP","D-glucose import across plasma membrane",5,5,0.803182669080569,1
"GO:0051418","BP","microtubule nucleation by microtubule organizing center",5,5,0.803205218177015,1
"GO:1902730","BP","positive regulation of proteoglycan biosynthetic process",5,5,0.803229673497975,1
"GO:0016706","MF","2-oxoglutarate-dependent dioxygenase activity",55,52,0.803313872536742,1
"GO:0035189","CC","Rb-E2F complex",5,5,0.803317373812524,1
"GO:0003857","MF","(3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity",5,5,0.80333799107625,1
"GO:0033591","BP","response to L-ascorbic acid",5,5,0.803352856128251,1
"GO:0044830","BP","host-mediated perturbation of viral RNA genome replication",5,5,0.803405622237105,1
"GO:0030298","MF","receptor signaling protein tyrosine kinase activator activity",5,5,0.803434012477517,1
"GO:0014905","BP","myoblast fusion involved in skeletal muscle regeneration",5,5,0.803442736404865,1
"GO:0004427","MF","inorganic diphosphate phosphatase activity",5,5,0.803499109747022,1
"GO:0034657","CC","GID complex",5,5,0.803526696807032,1
"GO:0090131","BP","mesenchyme migration",5,5,0.803543944786848,1
"GO:0004952","MF","dopamine neurotransmitter receptor activity",5,5,0.803550196673406,1
"GO:0050748","BP","negative regulation of lipoprotein metabolic process",5,5,0.803598272908986,1
"GO:0010945","MF","coenzyme A diphosphatase activity",5,5,0.803618899522835,1
"GO:0009057","BP","macromolecule catabolic process",1558,1486,0.803726329712135,1
"GO:2001245","BP","regulation of phosphatidylcholine biosynthetic process",5,5,0.803758944676891,1
"GO:0046677","BP","response to antibiotic",37,35,0.803858430784157,1
"GO:0006699","BP","bile acid biosynthetic process",36,34,0.803890630357063,1
"GO:1905913","BP","negative regulation of calcium ion export across plasma membrane",5,5,0.803898534696961,1
"GO:0061754","BP","negative regulation of circulating fibrinogen levels",4,4,0.803903367207198,1
"GO:0018027","BP","peptidyl-lysine dimethylation",5,5,0.803904894955261,1
"GO:0004957","MF","prostaglandin E receptor activity",5,5,0.803916630902648,1
"GO:0042866","BP","pyruvate biosynthetic process",5,5,0.803952626019802,1
"GO:0030896","CC","checkpoint clamp complex",5,5,0.803998150514679,1
"GO:1990111","CC","spermatoproteasome complex",5,5,0.804054302268342,1
"GO:0071916","MF","dipeptide transmembrane transporter activity",5,5,0.804058259512684,1
"GO:1990564","BP","protein polyufmylation",5,5,0.80406823005502,1
"GO:1990592","BP","protein K69-linked ufmylation",5,5,0.80406823005502,1
"GO:0035809","BP","regulation of urine volume",20,19,0.804072815319509,1
"GO:0036071","BP","N-glycan fucosylation",5,5,0.804075362390264,1
"GO:0071159","CC","NF-kappaB complex",5,5,0.80412296358528,1
"GO:2000003","BP","positive regulation of DNA damage checkpoint",5,5,0.804176606128185,1
"GO:0060831","BP","smoothened signaling pathway involved in dorsal/ventral neural tube patterning",5,5,0.804183236960938,1
"GO:1902214","BP","regulation of interleukin-4-mediated signaling pathway",5,5,0.80422780366559,1
"GO:0005055","MF","laminin receptor activity",5,5,0.804229627155442,1
"GO:0035879","BP","plasma membrane lactate transport",5,5,0.804276701780664,1
"GO:0099525","BP","presynaptic dense core vesicle exocytosis",5,5,0.804282849139669,1
"GO:0031088","CC","platelet dense granule membrane",5,5,0.804358276833716,1
"GO:0071910","BP","determination of liver left/right asymmetry",5,5,0.804448184511979,1
"GO:0033283","MF","ATPase-coupled organic acid transmembrane transporter activity",5,5,0.804467225789053,1
"GO:1902512","BP","positive regulation of apoptotic DNA fragmentation",5,5,0.804531321745116,1
"GO:1903626","BP","positive regulation of DNA catabolic process",5,5,0.804531321745116,1
"GO:2001045","BP","negative regulation of integrin-mediated signaling pathway",5,5,0.804545276969446,1
"GO:0098665","CC","serotonin receptor complex",5,5,0.804572366057189,1
"GO:0140227","BP","serotonin-gated cation-selective signaling pathway",5,5,0.804572366057189,1
"GO:1904602","CC","serotonin-activated cation-selective channel complex",5,5,0.804572366057189,1
"GO:0060481","BP","lobar bronchus epithelium development",5,5,0.804607476460244,1
"GO:0042612","CC","MHC class I protein complex",5,5,0.804648578317781,1
"GO:1902731","BP","negative regulation of chondrocyte proliferation",5,5,0.804654827674442,1
"GO:0035650","MF","AP-1 adaptor complex binding",5,5,0.80468945877251,1
"GO:1904673","BP","negative regulation of somatic stem cell population maintenance",5,5,0.804754346078832,1
"GO:0006121","BP","mitochondrial electron transport, succinate to ubiquinone",5,5,0.804767604103786,1
"GO:0001609","MF","G protein-coupled adenosine receptor activity",5,5,0.804806189569621,1
"GO:0034363","CC","intermediate-density lipoprotein particle",5,5,0.804806618381882,1
"GO:1905936","BP","regulation of germ cell proliferation",5,5,0.804816362500501,1
"GO:0032190","MF","acrosin binding",5,5,0.804818748038668,1
"GO:0060754","BP","positive regulation of mast cell chemotaxis",5,5,0.804837319658507,1
"GO:0042162","MF","telomeric DNA binding",37,35,0.804849619365671,1
"GO:0140582","BP","adenylate cyclase-activating G protein-coupled cAMP receptor signaling pathway",5,5,0.804878512627758,1
"GO:0036115","BP","fatty-acyl-CoA catabolic process",5,5,0.804885010808683,1
"GO:0004904","MF","interferon receptor activity",5,5,0.804940811523798,1
"GO:0038161","BP","prolactin signaling pathway",5,5,0.805010140722668,1
"GO:0005462","MF","UDP-N-acetylglucosamine transmembrane transporter activity",5,5,0.805040050560339,1
"GO:1990569","BP","UDP-N-acetylglucosamine transmembrane transport",5,5,0.805040050560339,1
"GO:0035869","CC","ciliary transition zone",74,70,0.805077845354558,1
"GO:0016907","MF","G protein-coupled acetylcholine receptor activity",5,5,0.805089309629227,1
"GO:0160162","BP","CD27 signaling pathway",5,5,0.805111006044448,1
"GO:0031694","MF","alpha-2A adrenergic receptor binding",5,5,0.805118575674644,1
"GO:0110091","BP","negative regulation of hippocampal neuron apoptotic process",5,5,0.805150904484231,1
"GO:0002580","BP","regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",5,5,0.805153737637159,1
"GO:0010750","BP","positive regulation of nitric oxide mediated signal transduction",5,5,0.805175052166848,1
"GO:0097360","BP","chorionic trophoblast cell proliferation",5,5,0.805176892198269,1
"GO:1901382","BP","regulation of chorionic trophoblast cell proliferation",5,5,0.805176892198269,1
"GO:0045347","BP","negative regulation of MHC class II biosynthetic process",5,5,0.805192754167397,1
"GO:0003011","BP","involuntary skeletal muscle contraction",5,5,0.805225302438683,1
"GO:0006196","BP","AMP catabolic process",5,5,0.80526146199586,1
"GO:0002639","BP","positive regulation of immunoglobulin production",54,51,0.805265115187297,1
